"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"logisticPCA","logisticPCA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,NA,"ggplot2",NA,"irlba, testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"LOGIT","LOGIT","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,"R (>= 3.0)","caret, pROC, ggplot2, reshape, e1071, MASS",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"logitchoice","logitchoice","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.4",NA,"",NA,NA,"",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"LogitNet","LogitNet","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"logitnorm","logitnorm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8.29",NA,"",NA,NA,"RUnit",NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"loglognorm","loglognorm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 2.7.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"logmult","logmult","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.3",NA,"gnm (>= 1.0-5)","stats, utils, graphics, grDevices, qvcalc",NA,"survey, boot, ellipse, parallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LogrankA","LogrankA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,"MASS, survival",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"logspline","logspline","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1.9",NA,NA,"stats, graphics",NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"yes","3.2.4"
"lokern","lokern","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-6",NA,NA,"sfsmisc (>= 1.0-12)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lomb","lomb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"longCatEDA","longCatEDA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.17",NA,"methods",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"longclust","longclust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,NA,NA,NA,"mvtnorm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"longitudinal","longitudinal","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.12",NA,"R (>= 3.0.2), corpcor (>= 1.6.8)","graphics, grDevices, stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"longitudinalData","longitudinalData","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.4.1",NA,"methods,clv,class,rgl,utils,misc3d",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"longmemo","longmemo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-0",NA,"stats",NA,NA,"sfsmisc","fracdiff","GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"longpower","longpower","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-11",NA,"R (>= 3.0.0), Matrix, lme4 (>= 1.0), nlme, methods",NA,NA,"knitr, gee",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"loo","loo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.5",NA,"R (>= 3.1.2)","graphics, matrixStats (>= 0.14.1), parallel, stats",NA,"knitr, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"lookupTable","lookupTable","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"data.table","dplyr, methods",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"loop","loop","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"grid,MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"LoopAnalyst","LoopAnalyst","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2-4",NA,"R (>= 1.8.0), nlme",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"loopr","loopr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 3.1.3)","plyr (>= 1.8.1), dplyr (>= 0.4.1), magrittr (>= 1.5), lazyeval
(>= 0.1.10), R6 (>= 2.0.1)",NA,"knitr (>= 1.9)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"lordif","lordif","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-3",NA,"R (>= 2.7.0), mirt, rms","stats4",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"lorec","lorec","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.1",NA,NA,NA,NA,"clime, scio",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"LotkasLaw","LotkasLaw","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.1.0",NA,"R (>= 3.1.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"LowRankQP","LowRankQP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lpbrim","lpbrim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 2.12.0)","Matrix, plyr, RColorBrewer",NA,"doMC",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"lpc","lpc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LPCM","LPCM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.45-0",NA,"R (>= 2.10)",NA,NA,"scatterplot3d, lattice, dr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"lpint","lpint","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.2.4"
"LPM","LPM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.6",NA,NA,"stats, graphics, grDevices, fracdiff, MASS, QRM",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"lpme","lpme","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 3.0.2)","Rcpp (>= 0.11.1)","Rcpp, RcppArmadillo (>= 0.4.300.0)",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lpmodeler","lpmodeler","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-1",NA,"R (>= 2.15.0)","slam (>= 0.1-31)",NA,"Rsymphony (>= 0.1-17)",NA,"GPL (>= 2) | BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"LPR","LPR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"
glmnet,slam,parallel,foreach,iterators,doParallel,lattice,Matrix",NA,NA,NA,"GNU General Public License version 2",NA,NA,NA,NA,"no","3.2.4"
"lpridge","lpridge","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-7",NA,"stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"LPS","LPS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.10",NA,"stats, R (>= 2.10)",NA,NA,"limma",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"lpSolve","lpSolve","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","5.6.13",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","3.2.4"
"lpSolveAPI","lpSolveAPI","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","5.5.2.0-17",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","3.2.4"
"LPStimeSeries","LPStimeSeries","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-5",NA,"R (>= 2.5.0)","RColorBrewer",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"LPTime","LPTime","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-2",NA,"orthopolynom",NA,NA,"lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"lqa","lqa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-3",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"lqmm","lqmm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5.3",NA,"R (>= 3.0.0)","stats, utils, nlme (>= 3.1-124), SparseGrid",NA,"R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lqr","lqr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,"graphics, stats, ghyp, spatstat",NA,"ald, qrLMM, qrNLMM",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LRcontrast","LRcontrast","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 3.1.2)","DoseFinding",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"lrequire","lrequire","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.3",NA,"R (>= 3.0.1)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"lrgs","lrgs","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4.2",NA,NA,"mvtnorm",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"lrmest","lrmest","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"MASS",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.2.4"
"LRTH","LRTH","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"LS2W","LS2W","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-3",NA,"R (>= 3.0), wavethresh (>= 4.5)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"LS2Wstat","LS2Wstat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-3",NA,"LS2W(>= 1.3-1), matrixStats, geoR, RandomFields, spdep",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"lsa","lsa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.73.1",NA,"SnowballC",NA,NA,"tm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LSAfun","LSAfun","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,"R (>= 3.1.0), lsa, rgl",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"lsbclust","lsbclust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.4",NA,"R (>= 3.2.2), stats, parallel, ggplot2","plyr, clue, grid, gridExtra, reshape2, Rcpp, graphics, methods","Rcpp","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"LSC","LSC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.5",NA,"R (>= 2.12.1), LICORS, RColorBrewer, fields, gam, Matrix",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"LSD","LSD","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.0",NA,NA,NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"no","3.2.4"
"LSDinterface","LSDinterface","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.1",NA,"abind, utils, stats",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"lsdv","lsdv","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.2.4"
"lsei","lsei","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lsgl","lsgl","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.0",NA,"R (>= 3.0.0), sglOptim (== 1.2.0), Matrix","methods, utils, stats","sglOptim, Rcpp, RcppProgress, RcppArmadillo, BH",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lshorth","lshorth","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-6",NA,NA,NA,NA,NA,NA,"LGPL",NA,NA,NA,NA,"no","3.2.4"
"lsl","lsl","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.1",NA,"R (>= 3.2.0)","ggplot2, reshape2, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"lsmeans","lsmeans","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.23",NA,"estimability, methods, R (>= 3.2)","graphics, stats, utils, nlme, coda (>= 0.17), multcomp, plyr,
mvtnorm, xtable (>= 1.8-2)",NA,"car, lattice, MCMCpack, mediation, multcompView, ordinal,
pbkrtest (>= 0.4-1), CARBayes, coxme, gee, geepack, glmmADMB,
lme4.0, lme4, MASS, MCMCglmm, nnet, pscl, survival",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"LSMonteCarlo","LSMonteCarlo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"mvtnorm, fBasics, stats, utils, graphics, grDevices",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"lspls","lspls","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-1",NA,"pls (>= 2.2.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"lsr","lsr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"lss","lss","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.52",NA,"R(>= 2.1.0), quantreg",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"LSTS","LSTS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"grDevices, graphics, stats",NA,"rdatamarket",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"ltbayes","ltbayes","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,"R (>= 3.1.1), mcmc (>= 0.9-3), MHadaptive (>= 1.1-8), numDeriv
(>= 2012.9-1)",NA,NA,"coda, mcmcplots, ggmcmc, knitr, ggplot2, gridExtra, reshape2",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ltm","ltm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-0",NA,"R (>= 2.14.0), MASS, msm, polycor",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ltmle","ltmle","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9-7",NA,"R(>= 3.0.0)","Matrix",NA,"SuperLearner, memoise, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"LTPDvar","LTPDvar","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"methods","graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"LTR","LTR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 2.9.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"ltsa","ltsa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4.6",NA,"R (>= 2.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ltsbase","ltsbase","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"MASS, robustbase",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"ltsk","ltsk","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.4",NA,"parallel,R (>= 2.10)","fields,gstat,sp",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"lubridate","lubridate","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5.0",NA,"methods, R (>= 3.0.0)","stringr",NA,"testthat, knitr","chron, timeDate, zoo, xts, its, tis, timeSeries, fts, tseries","GPL",NA,NA,NA,NA,"yes","3.2.4"
"luca","luca","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-5",NA,"R (>= 2.0.0), survival, genetics",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"lucid","lucid","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,NA,"nlme",NA,"knitr, lattice, lme4, rjags",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"lulcc","lulcc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"methods, raster, R (>= 3.1.0)","ROCR, lattice, rasterVis",NA,"caret, rpart, randomForest, gsubfn, Hmisc, plyr,
RColorBrewer,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"lunar","lunar","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-04",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"luzlogr","luzlogr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.0",NA,"R (>= 3.0)","assertthat (>= 0.1)",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"lvm4net","lvm4net","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 3.1.1), MASS, ergm, network, ellipse","igraph",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LVMMCOR","LVMMCOR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.01.1",NA,"R (>= 2.14.0),nlme,MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"LW1949","LW1949","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 3.2.2)","MASS, mgcv, plotrix, tcltk, grDevices, graphics, stats, utils",NA,"magrittr, testthat, knitr",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"lxb","lxb","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5",NA,"R (>= 2.8.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"lymphclon","lymphclon","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.0",NA,"R (>= 2.15.0)","MASS, expm, corpcor",NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"no","3.2.4"
"M4comp","M4comp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.1",NA,"R (>= 3.2.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"m4fe","m4fe","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"maboost","maboost","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-0",NA,"R(>= 2.10),rpart,C50",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"MAc","MAc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.10.1)",NA,NA,"ggplot2, R2wd, metafor","compute.es, irr","GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"MAclinical","MAclinical","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-5",NA,"R (>= 2.4.1), party, plsgenomics, st, e1071",NA,NA,"",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"MAd","MAd","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8-2",NA,"R (>= 2.10.1)",NA,NA,"metafor, R2wd, ggplot2","compute.es, irr","GPL-2",NA,NA,NA,NA,"no","3.2.4"
"mada","mada","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.7",NA,"stats, mvtnorm, ellipse, mvmeta",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"maddison","maddison","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,"R(>= 2.10.0)",NA,NA,"knitr, rmarkdown, ggplot2",NA,"CC0",NA,NA,NA,NA,"no","3.2.4"
"madness","madness","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.0",NA,"R (>= 3.2.0)","matrixcalc, expm, methods",NA,"testthat, R.rsp, knitr",NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"mads","mads","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.3",NA,"mrds, stats",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"madsim","madsim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.2.4"
"Maeswrap","Maeswrap","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7",NA,"rgl,lattice,geometry,stringr,tools",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"magic","magic","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5-6",NA,"R (>= 2.10), abind",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"magicaxis","magicaxis","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9.4",NA,"R (>= 2.13), MASS, plotrix, sm",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"magrittr","magrittr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.5",NA,NA,NA,NA,"testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"mail","mail","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"mailR","mailR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4.1",NA,NA,"rJava, stringr, R.utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"MAINT.Data","MAINT.Data","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.1",NA,"R (>= 2.8.0)","methods, miscTools, MASS",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"MakefileR","MakefileR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"magrittr",NA,"testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"makeProject","makeProject","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"MALDIquant","MALDIquant","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.14",NA,"R (>= 3.2.0), methods","parallel",NA,"knitr, testthat (>= 0.8)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"MALDIquantForeign","MALDIquantForeign","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.10",NA,"R (>= 3.2.2), methods, MALDIquant (>= 1.11.7)","base64enc, digest, readBrukerFlexData (>= 1.7), readMzXmlData
(>= 2.7), XML",NA,"knitr, testthat (>= 0.8), RNetCDF (>= 1.6.1)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"mallet","mallet","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"rJava",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"MAMS","MAMS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.7",NA,"mvtnorm",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"MAMSE","MAMSE","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-3",NA,"R (>= 2.4.0)",NA,NA,"",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"managelocalrepo","managelocalrepo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.5",NA,"R (>= 3.0)","stringr (>= 0.6.2), assertthat (>= 0.1), tools (>= 3.0)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"MANCIE","MANCIE","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"R (>= 2.15.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"mangoTraining","mangoTraining","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-6",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"manipulate","manipulate","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"ManlyMix","ManlyMix","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.2",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ManyTests","ManyTests","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"Map2NCBI","Map2NCBI","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.15.3)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"MAPA","MAPA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9",NA,"forecast (>= 5.3), parallel",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"mapdata","mapdata","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.2-6",NA,"R (>= 2.14.0), maps (>= 2.0-7)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"mapfit","mapfit","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.7",NA,"methods, Matrix",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
